readID	Sample	stitle	readCheck	lanc_genome
CP011997.1-1667082/2	synthetic_stool_low_S51	ribonuclease Z [Ralstonia solanacearum SD54]	FP	other
AZXI01000002.1-3252100/2	synthetic_stool_low_S51	cytochrome P450 [Salinispora arenicola]	FP	other
AZXI01000005.1-2504258/2	synthetic_stool_low_S51	hypothetical protein VAB18032_27491 [Verrucosispora maris AB-18-032]	FP	other
AZXI01000006.1-2163228/1	synthetic_stool_low_S51	ATP-dependent DNA helicase RecG [Salinispora arenicola]	FP	other
AZXI01000006.1-1344000/2	synthetic_stool_low_S51	hypothetical protein ACZ90_11720 [Streptomyces albus subsp. albus]	FP	other
AZXI01000006.1-1323540/2	synthetic_stool_low_S51	ATP-dependent DNA helicase RecG [Salinispora arenicola]	FP	other
AZXI01000006.1-1288234/1	synthetic_stool_low_S51	ATP-dependent DNA helicase RecG [Salinispora arenicola]	FP	other
AZXI01000008.1-1580384/2	synthetic_stool_low_S51	mannitol dehydrogenase [Treponema sp. GWC1_61_84]	FP	other
AZXI01000008.1-58644/2	synthetic_stool_low_S51	NADP-dependent isocitrate dehydrogenase [Salinispora sp. 13K206]	FP	other
AZXI01000011.1-2182208/1	synthetic_stool_low_S51	ABC transporter permease [Salinispora arenicola]	FP	other
AZXI01000011.1-1029756/2	synthetic_stool_low_S51	MULTISPECIES: ABC transporter permease [Salinispora]	FP	other
AZXI01000019.1-771372/2	synthetic_stool_low_S51	nitrate reductase subunit beta [Salinispora arenicola]	FP	other
AZXI01000019.1-762764/2	synthetic_stool_low_S51	nitrate reductase subunit beta [Salinispora pacifica]	FP	other
AZXI01000019.1-746358/1	synthetic_stool_low_S51	nitrate reductase subunit beta [Salinispora pacifica]	FP	other
AZXI01000050.1-236512/2	synthetic_stool_low_S51	virulence factor MviN [Salinispora arenicola]	FP	other
gi|529222834|ref|NC_021985.1|-11338140/2	synthetic_stool_low_S51	acetate kinase [Streptomyces carpinensis]	FP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-1523164/2	synthetic_stool_low_S51	hypothetical protein B446_12685 [Streptomyces collinus Tu 365]	FP	lantibiotic_genome
gi|529222834|ref|NC_021985.1|-1431096/2	synthetic_stool_low_S51	LLM class flavin-dependent oxidoreductase [Streptomyces griseochromogenes]	FP	lantibiotic_genome
FR687359.1-889432/2	synthetic_stool_high_S9	glycosyltransferase family 1 protein [Paraburkholderia rhizoxinica]	FP	other
AP013061.1-176066/1	synthetic_stool_high_S9	MFS transporter [Paraburkholderia glathei]	FP	other
CP009043.1-2809448/2	synthetic_stool_high_S9	flavodoxin-like fold domain protein, putative NAD(P)H (quinone) dehydrogenase/reductase [Campylobacter iguaniorum]	FP	other
CP009043.1-583896/1	synthetic_stool_high_S9	flavodoxin-like fold domain protein, putative NAD(P)H (quinone) dehydrogenase/reductase [Campylobacter iguaniorum]	FP	other
CP009321.1-37036/1	synthetic_stool_high_S9	glycoside hydrolase [Burkholderia gladioli]	FP	other
CP009322.1-239658/1	synthetic_stool_high_S9	plasmid maintenance system killer protein [Burkholderia gladioli]	FP	other
BA000016.3-622808/1	synthetic_stool_high_S9	hypothetical protein HMPREF9476_00038 [Clostridium perfringens WAL-14572]	FP	other
CP016440.1-106192/2	synthetic_stool_high_S9	UbiC transcription regulator-associated domain protein [Bordetella hinzii OH87 BAL007II]	FP	other
CP013213.1-2957742/2	synthetic_stool_high_S9	hypothetical protein [Erysipelothrix larvae]	FP	other
CP013213.1-291366/2	synthetic_stool_high_S9	recombinase XerC [Erysipelothrix larvae]	FP	other
AM180355.1-795496/1	synthetic_stool_high_S9	hypothetical protein QQ3_3481 [Clostridioides difficile Y266]	FP	other
CP000728.1-991808/2	synthetic_stool_high_S9	PLP-dependent aminotransferase family protein, partial [Clostridium botulinum]	FP	other
AP013061.1-18850/2	synthetic_stool_high_S13	major facilitator superfamily [Burkholderia sp. YI23]	FP	other
CP000359.1-252570/2	synthetic_stool_high_S13	GNAT family N-acetyltransferase [Deinococcus geothermalis]	FP	other
CP012944.1-2452/2	synthetic_stool_high_S13	chromate transporter [Ralstonia solanacearum]	FP	other
AM180355.1-680174/1	synthetic_stool_high_S13	conserved hypothetical protein [Clostridioides difficile E16]	FP	other
AM180355.1-177200/2	synthetic_stool_high_S13	lysozyme-like family protein [Clostridioides difficile DA00216]	FP	other
CP000868.1-31834/1	synthetic_stool_high_S13	mononuclear molybdenum enzyme YedY, partial [Burkholderia multivorans]	FP	other
CP016335.1-237768/1	synthetic_stool_high_S13	polyisoprenoid-binding protein [Corynebacterium glutamicum]	FP	other
CP016172.1-1076286/1	synthetic_stool_high_S13	tricarboxylate transporter [Bordetella flabilis]	FP	other
CP002410.1-34837736/1	synthetic_stool_high_S13	iron hydrogenase [Clostridium botulinum]	FP	other
CP002410.1-13615226/1	synthetic_stool_high_S13	BMC domain-containing protein [Clostridium botulinum]	FP	other
FN668941.1-399394/2	synthetic_stool_high_S13	hypothetical protein QSO_0682 [Clostridioides difficile P31]	FP	other
CP007179.1-979500/2	synthetic_stool_high_S64	glycosyltransferase family 2 protein [Campylobacter coli]	FP	other
CP007181.1-155180/1	synthetic_stool_high_S64	methyl-accepting chemotaxis protein [Campylobacter coli RM4661]	FP	other
CP015196.1-630194/2	synthetic_stool_high_S64	hypothetical protein [Streptococcus marmotae]	FP	other
CP000939.1-11430/2	synthetic_stool_high_S64	hypothetical protein [Clostridium botulinum]	FP	other
CP016172.1-241252/1	synthetic_stool_high_S64	CoA transferase [Polynucleobacter campilacus]	FP	other
CP000436.1-5845356/2	synthetic_stool_high_S64	Lon protease family protein [Haemophilus haemoglobinophilus]	FP	other
CP000436.1-5477220/1	synthetic_stool_high_S64	3-oxoacyl-ACP reductase FabG [Histophilus somni]	FP	other
CP017269.1-548970/1	synthetic_stool_high_S64	pyruvate ferredoxin oxidoreductase [Geosporobacter subterraneus]	FP	other
CP000419.1-76428/2	synthetic_stool_high_S64	hypothetical protein [Streptococcus thermophilus]	FP	lantibiotic_genome
CP014704.1-13320102/2	synthetic_stool_high_S64	cation-translocating P-type ATPase [Clostridium sp. HMSC19A10]	FP	other
CP014148.1-18374/2	synthetic_stool_high_S64	PLP-dependent aminotransferase family protein, partial [Clostridium botulinum]	FP	other
CP011968.1-1558846/2	synthetic_stool_high_S64	nlpC/P60 family protein [Clostridioides difficile CD49]	FP	other
CP011968.1-1174066/2	synthetic_stool_high_S64	nlpC/P60 family protein [Clostridioides difficile CD49]	FP	other
CP011968.1-866890/2	synthetic_stool_high_S64	exoaminopeptidase [Clostridioides difficile]	FP	other
CP016172.1-468906/2	synthetic_stool_high_S11	CoA transferase, partial [Bordetella pertussis]	FP	other
CP013377.1-397688/2	synthetic_stool_high_S11	major facilitator transporter [Burkholderia sp. TJI49]	FP	other
CP009228.1-506668/1	synthetic_stool_high_S11	DUF4258 domain-containing protein [Treponema pedis]	FP	other
CP014065.1-598218/2	synthetic_stool_high_S11	Uncharacterised protein [Bordetella pertussis]	FP	other
CP004406.1-1903140/1	synthetic_stool_high_S11	CDP-glycerol:N-acetyl-beta-D-mannosaminyl-1 [Lactobacillus plantarum]	FP	other
CP004121.1-2724736/1	synthetic_stool_high_S11	tetratricopeptide repeat protein [Clostridium saccharoperbutylacetonicum]	FP	other
CP004121.1-972022/1	synthetic_stool_high_S11	glycoside hydrolase family 127 protein [Clostridium saccharoperbutylacetonicum]	FP	other
CP012943.1-876680/2	synthetic_stool_high_S11	Putative sugar transport protein (major facilitator superfamily)(sotB) [Ralstonia solanacearum K60-1]	FP	other
CP012943.1-408118/1	synthetic_stool_high_S11	pyridoxal-phosphate dependent enzyme [Ralstonia solanacearum]	FP	other
CP012944.1-511314/2	synthetic_stool_high_S11	hypothetical protein [Ralstonia solanacearum]	FP	other
CP006908.1-490434/2	synthetic_stool_high_S11	hypothetical protein [Clostridium botulinum]	FP	other
CP015196.1-409856/2	synthetic_stool_high_S11	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-65028/1	synthetic_stool_high_S11	kinase [Streptococcus marmotae]	FP	other
LN774769.1-3907638/2	synthetic_stool_high_S11	glutamate racemase [Lactococcus piscium]	FP	other
LN774769.1-2058348/1	synthetic_stool_high_S11	cadmium-translocating P-type ATPase [Lactococcus piscium]	FP	other
CP002297.1-446/2	synthetic_stool_high_S11	RnfABCDGE type electron transport complex subunit D [Desulfovibrio vulgaris]	FP	other
CP002667.1-4230634/2	synthetic_stool_low_S59	hypothetical protein [Gallibacterium anatis]	FP	other
CP009323.1-273574/2	synthetic_stool_low_S59	recX family protein [Burkholderia gladioli]	FP	other
CP017269.1-6649080/2	synthetic_stool_low_S59	acetaldehyde dehydrogenase (acetylating) [Geosporobacter ferrireducens]	FP	other
AP012048.1-14759670/2	synthetic_stool_low_S59	DMT family transporter [Arcobacter sp. L]	FP	other
CP006905.1-1747090/2	synthetic_stool_low_S59	dihydroorotase [Clostridium baratii]	FP	other
CP015196.1-11682054/1	synthetic_stool_low_S59	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-8837666/2	synthetic_stool_low_S59	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-7698040/1	synthetic_stool_low_S59	kinase [Streptococcus marmotae]	FP	other
CP015196.1-6969730/2	synthetic_stool_low_S59	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-5767108/1	synthetic_stool_low_S59	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-5705680/2	synthetic_stool_low_S59	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-4102620/2	synthetic_stool_low_S59	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-2063754/2	synthetic_stool_low_S59	quinol oxidase [Streptococcus marmotae]	FP	other
CP015196.1-2062486/2	synthetic_stool_low_S59	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-1940914/2	synthetic_stool_low_S59	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-1387878/2	synthetic_stool_low_S59	hypothetical protein [Streptococcus marmotae]	FP	other
CP011968.1-1769966/1	synthetic_stool_low_S59	nlpC/P60 family protein [Clostridioides difficile CD49]	FP	other
CP000870.1-655802/2	synthetic_stool_low_S59	MULTISPECIES: acetate/propionate family kinase [Burkholderia]	FP	other
HG530135.1-807626/1	synthetic_stool_low_S59	conserved protein [Clostridium tetani E88]	FP	other
gi|1098136621|emb|FOXX01000004.1|-5480/1	synthetic_stool_low_S59	DMT family transporter [Bacillus endophyticus]	FP	other
CP002029.1-221686/2	synthetic_stool_high_S2	chemotaxis protein [Campylobacter jejuni]	FP	other
CP000939.1-8727810/1	synthetic_stool_high_S2	PLP-dependent aminotransferase family protein [Clostridium botulinum]	FP	other
CP000939.1-2226344/2	synthetic_stool_high_S2	PLP-dependent aminotransferase family protein [Clostridium botulinum]	FP	other
CP002530.1-144748/2	synthetic_stool_high_S2	MULTISPECIES: NADH-quinone oxidoreductase subunit L [Bacteroides]	FP	other
HE965803.1-140676/1	synthetic_stool_high_S2	formyl-CoA transferase, partial [Bordetella pertussis]	FP	other
CP009228.1-8148840/2	synthetic_stool_high_S2	hypothetical protein [Treponema putidum]	FP	other
CP017269.1-552954/1	synthetic_stool_high_S2	ABC transporter permease subunit [Geosporobacter ferrireducens]	FP	other
CP017878.1-324226/2	synthetic_stool_high_S2	hypothetical protein CJBH_1340 [Campylobacter jejuni subsp. jejuni BH-01-0142]	FP	other
CP003132.1-774698/2	synthetic_stool_high_S2	serine/threonine protein kinase [Lactococcus lactis subsp. cremoris HP]	FP	other
FR824043.1-1223478/1	synthetic_stool_high_S2	DUF4135 domain-containing protein [Streptococcus gallolyticus]	FP	other
FR824043.1-852662/2	synthetic_stool_high_S2	DUF4135 domain-containing protein [Streptococcus gallolyticus]	FP	other
FR824043.1-573796/1	synthetic_stool_high_S2	DUF4135 domain-containing protein [Streptococcus gallolyticus]	FP	other
AE017285.1-414900/2	synthetic_stool_high_S2	hypothetical protein [Desulfovibrio vulgaris]	FP	other
CP000436.1-892382/2	synthetic_stool_high_S31	Valine--tRNA ligase, partial [Haemophilus influenzae]	FP	other
CP004029.1-5594728/2	synthetic_stool_high_S31	MCE family protein [Lawsonia intracellularis]	FP	other
CP004029.1-4196774/2	synthetic_stool_high_S31	phosphate acyltransferase PlsX [Lawsonia intracellularis]	FP	other
CP004029.1-3440712/2	synthetic_stool_high_S31	exodeoxyribonuclease VII large subunit [Lawsonia intracellularis]	FP	other
CP004121.1-7222826/2	synthetic_stool_high_S31	glycoside hydrolase family 127 protein [Clostridium saccharoperbutylacetonicum]	FP	other
CP001739.1-5730622/1	synthetic_stool_high_S31	L-serine ammonia-lyase [Sebaldella termitidis]	FP	other
CP001739.1-1270934/2	synthetic_stool_high_S31	hypothetical protein [Sebaldella termitidis]	FP	other
AP013058.1-2878592/2	synthetic_stool_high_S31	type 1 fimbrial protein [Burkholderia insecticola]	FP	other
AP013061.1-1593932/2	synthetic_stool_high_S31	MFS transporter [Caballeronia zhejiangensis]	FP	other
AP013061.1-1465234/2	synthetic_stool_high_S31	gfo/Idh/MocA family oxidoreductase [Burkholderia insecticola]	FP	other
AP013061.1-1391492/1	synthetic_stool_high_S31	mannitol dehydrogenase family protein [Burkholderia insecticola]	FP	other
AP013061.1-1160976/1	synthetic_stool_high_S31	MFS transporter [Caballeronia zhejiangensis]	FP	other
AP013061.1-384622/2	synthetic_stool_high_S31	MULTISPECIES: MFS transporter [Proteobacteria]	FP	other
CP017253.1-71012/2	synthetic_stool_high_S31	stage V sporulation protein AD [Clostridium taeniosporum]	FP	other
AP009240.1-841742/2	synthetic_stool_high_S31	hypothetical protein UA70_10805 [Raoultella planticola]	FP	other
CP002530.1-548444/2	synthetic_stool_high_S31	MULTISPECIES: NADH-quinone oxidoreductase subunit L [Bacteroides]	FP	other
CP000939.1-122568/2	synthetic_stool_high_S31	PLP-dependent aminotransferase family protein [Clostridium botulinum]	FP	other
FR687359.1-2407992/2	synthetic_stool_high_S31	MULTISPECIES: phosphoribosylamine--glycine ligase [Burkholderia]	FP	other
CP012943.1-2291676/1	synthetic_stool_low_S26	conserved hypothetical protein [Ralstonia solanacearum Po82]	FP	other
CP004121.1-25322870/1	synthetic_stool_low_S26	tetratricopeptide repeat protein [Clostridium saccharoperbutylacetonicum]	FP	other
CP004121.1-22365404/2	synthetic_stool_low_S26	glycoside hydrolase family 127 protein [Clostridium saccharoperbutylacetonicum]	FP	other
CP004121.1-5005284/2	synthetic_stool_low_S26	tetratricopeptide repeat protein [Clostridium saccharoperbutylacetonicum]	FP	other
CP004121.1-312648/2	synthetic_stool_low_S26	glycoside hydrolase family 127 protein [Clostridium saccharoperbutylacetonicum]	FP	other
CP014170.1-3287890/1	synthetic_stool_low_S26	tetratricopeptide repeat protein [Clostridium tyrobutyricum]	FP	other
CP014170.1-1879228/2	synthetic_stool_low_S26	tetratricopeptide repeat protein [Clostridium tyrobutyricum]	FP	other
CP016172.1-4470720/2	synthetic_stool_low_S26	NADP-dependent oxidoreductase [Caballeronia glathei]	FP	other
CP014704.1-5130312/2	synthetic_stool_low_S26	multidrug resistance efflux transporter family protein [Clostridium butyricum]	FP	other
FR824043.1-130788/1	synthetic_stool_low_S26	bacteriocin [Streptococcus gallolyticus]	FP	other
AE015928.1-77892/1	synthetic_stool_low_S26	NADH-quinone oxidoreductase subunit L, partial [Bacteroides thetaiotaomicron]	FP	other
AM180355.1-3214868/2	synthetic_stool_low_S26	peptidase P60, partial [Clostridioides difficile]	FP	other
AM180355.1-2410064/2	synthetic_stool_low_S26	NlpC/P60 family protein [[Clostridium] bolteae]	FP	other
AM180355.1-1616930/2	synthetic_stool_low_S26	NlpC/P60 family protein [[Clostridium] bolteae]	FP	other
AM180355.1-485592/2	synthetic_stool_low_S26	peptidase P60, partial [Clostridioides difficile]	FP	other
AE015928.1-1643580/2	synthetic_stool_low_S66	NADH-ubiquinone oxidoreductase chain L [Bacteroides pyogenes JCM 10003]	FP	other
CP013378.1-6794/2	synthetic_stool_low_S66	MULTISPECIES: lysophospholipid transporter LplT [Burkholderia cepacia complex]	FP	other
CP011803.1-28692028/2	synthetic_stool_low_S66	YdiU family protein [Clostridium carboxidivorans]	FP	other
CP011803.1-26163076/2	synthetic_stool_low_S66	hypothetical protein BWK80_37665 [Desulfobacteraceae bacterium IS3]	FP	other
CP011803.1-19312540/2	synthetic_stool_low_S66	DUF2271 domain-containing protein [Clostridium carboxidivorans]	FP	other
CP011803.1-16268752/2	synthetic_stool_low_S66	MFS transporter [Clostridium carboxidivorans]	FP	other
CP011803.1-6915476/1	synthetic_stool_low_S66	nitrate reductase [Clostridium carboxidivorans]	FP	other
CP013352.1-612348/2	synthetic_stool_high_S58	Unsaturated glucuronyl hydrolase, partial [Clostridium butyricum DORA_1]	FP	other
CP016172.1-4140162/2	synthetic_stool_high_S58	type II toxin-antitoxin system HipA family toxin [Bordetella flabilis]	FP	other
CP016172.1-3650178/2	synthetic_stool_high_S58	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-2731240/2	synthetic_stool_high_S58	tricarboxylate transporter [Bordetella flabilis]	FP	other
CP016172.1-1183490/1	synthetic_stool_high_S58	META domain-containing protein [Bordetella flabilis]	FP	other
CP001733.2-1629562/2	synthetic_stool_high_S1	thiamine/thiamine pyrophosphate ABC transporter permease ThiP [Aggregatibacter actinomycetemcomitans]	FP	other
HE965803.1-2264/2	synthetic_stool_high_S1	hypothetical protein CKW47_17805, partial [Bordetella pertussis]	FP	other
CP011997.1-210040/1	synthetic_stool_high_S1	Uncharacterised protein [Bordetella pertussis]	FP	other
CP003132.1-14990566/2	synthetic_stool_high_S1	hypothetical protein CNYM01_05085 [Colletotrichum nymphaeae SA-01]	FP	other
CP003132.1-12251974/2	synthetic_stool_high_S1	serine/threonine protein kinase [Lactococcus lactis subsp. cremoris HP]	FP	other
CP003132.1-2824574/2	synthetic_stool_high_S1	uracil transporter, partial [Lactococcus lactis subsp. cremoris TIFN6]	FP	other
CP003132.1-953090/2	synthetic_stool_high_S1	serine/threonine protein kinase [Lactococcus lactis subsp. cremoris HP]	FP	other
CP003132.1-415696/2	synthetic_stool_high_S1	uracil transporter, partial [Lactococcus lactis subsp. cremoris TIFN6]	FP	other
AE001437.1-7833628/2	synthetic_stool_high_S1	MULTISPECIES: hypothetical protein [Clostridium]	FP	other
CP015196.1-1054032/2	synthetic_stool_high_S1	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-1010872/2	synthetic_stool_high_S1	kinase [Streptococcus marmotae]	FP	other
CP015196.1-184772/2	synthetic_stool_high_S1	hypothetical protein [Streptococcus marmotae]	FP	other
LT546645.1-14376/2	synthetic_stool_high_S1	short-chain fatty acid transporter [Bordetella trematum]	FP	other
HE613569.1-84568/2	synthetic_stool_high_S1	DUF4135 domain-containing protein, partial [Streptococcus thermophilus]	FP	lantibiotic_genome
HE613569.1-9672/2	synthetic_stool_high_S1	DUF4135 domain-containing protein, partial [Streptococcus thermophilus]	FP	lantibiotic_genome
CP003087.1-1239954/2	synthetic_stool_high_S1	UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase [Burkholderia sp. KK1]	FP	other
CP003132.1-5788248/2	synthetic_stool_high_S50	uracil transporter, partial [Lactococcus lactis subsp. cremoris TIFN6]	FP	other
CP000527.1-2794746/2	synthetic_stool_high_S50	class I SAM-dependent methyltransferase [Desulfovibrio vulgaris]	FP	other
AE015928.1-7919566/2	synthetic_stool_high_S50	hypothetical protein HMPREF0102_03362 [Bacteroides sp. 2_1_22]	FP	other
AE015928.1-5387468/1	synthetic_stool_high_S50	hypothetical protein [Bacteroides sp. AR20]	FP	other
AE015928.1-3662554/1	synthetic_stool_high_S50	MULTISPECIES: hypothetical protein [Bacteroides]	FP	other
CP011968.1-878230/1	synthetic_stool_high_S50	peptidase P60 [Clostridioides difficile]	FP	other
CP011968.1-407712/2	synthetic_stool_high_S50	nlpC/P60 family protein [Clostridioides difficile CD49]	FP	other
CP011968.1-72252/2	synthetic_stool_high_S50	peptidase P60, partial [Clostridioides difficile]	FP	other
CP015196.1-1095098/1	synthetic_stool_high_S50	hypothetical protein [Streptococcus marmotae]	FP	other
CP013378.1-2580466/1	synthetic_stool_high_S50	MULTISPECIES: lysophospholipid transporter LplT [Burkholderia cepacia complex]	FP	other
CP013378.1-1413460/2	synthetic_stool_high_S50	extracellular solute-binding protein [Burkholderia sp. TJI49]	FP	other
CP013377.1-204680/2	synthetic_stool_high_S50	SPOR domain-containing protein [Burkholderia pseudomultivorans]	FP	other
CP003295.1-13246/2	synthetic_stool_high_S56	amidohydrolase [Streptococcus infantarius]	FP	other
CP000468.1-847196/2	synthetic_stool_high_S56	preprotein translocase subunit SecE [Salmonella enterica subsp. enterica]	FP	other
CP015196.1-5461098/2	synthetic_stool_high_S56	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-5258042/2	synthetic_stool_high_S56	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-4273288/2	synthetic_stool_high_S56	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-4122818/2	synthetic_stool_high_S56	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-4087598/2	synthetic_stool_high_S56	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-3219890/2	synthetic_stool_high_S56	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-3178982/1	synthetic_stool_high_S56	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-2244272/2	synthetic_stool_high_S56	hypothetical protein [Streptococcus marmotae]	FP	other
FR824043.1-3382312/2	synthetic_stool_high_S56	DUF4135 domain-containing protein [Streptococcus gallolyticus]	FP	other
FR824043.1-2552556/1	synthetic_stool_high_S56	DUF4135 domain-containing protein [Streptococcus gallolyticus]	FP	other
FR824043.1-1142046/2	synthetic_stool_high_S56	PTS system, mannitol-specific IIB or IIC component [Streptococcus gallolyticus]	FP	other
CP013121.1-784330/1	synthetic_stool_high_S56	hypothetical protein [Fusobacterium nucleatum]	FP	other
CP016172.1-5476122/2	synthetic_stool_high_S56	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-3628970/2	synthetic_stool_high_S56	hypothetical protein BAU07_23790 [Bordetella flabilis]	FP	other
CP016172.1-3250020/2	synthetic_stool_high_S56	META domain-containing protein [Bordetella flabilis]	FP	other
CP016172.1-2035148/1	synthetic_stool_high_S56	hypothetical protein BAU07_23790 [Bordetella flabilis]	FP	other
CP004406.1-226070/2	synthetic_stool_high_S56	phage tail protein, partial [Lactobacillus pentosus]	FP	other
CP015196.1-1463630/1	synthetic_stool_low_S69	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-1354448/2	synthetic_stool_low_S69	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-1161952/1	synthetic_stool_low_S69	hypothetical protein [Streptococcus marmotae]	FP	other
CP015196.1-1094332/2	synthetic_stool_low_S69	kinase [Streptococcus marmotae]	FP	other
CP007181.1-35782/1	synthetic_stool_low_S69	methyl-accepting chemotaxis protein [Campylobacter coli RM4661]	FP	other
CP014148.1-10426/2	synthetic_stool_low_S69	hypothetical protein T257_3158 [Clostridium botulinum CDC_297]	FP	other
CP000468.1-521646/2	synthetic_stool_low_S69	ferrochelatase, partial [Escherichia coli]	FP	other
CP001091.1-29821092/2	synthetic_stool_low_S69	Probable phosphoribosylglycinamide formyltransferase 2 [Actinobacillus pleuropneumoniae serovar 7 str. AP76]	FP	other
CP001091.1-5691654/1	synthetic_stool_low_S69	putative Phosphate acyltransferase [Actinobacillus pleuropneumoniae]	FP	other
OBDZ01000010.1-138234/2	synthetic_stool_low_S69	methyl-accepting chemotaxis protein [Orenia metallireducens]	FP	other
OBDZ01000010.1-110036/1	synthetic_stool_low_S69	conserved Plasmodium protein, unknown function [Plasmodium sp. DRC-Itaito]	FP	other
OBDZ01000024.1-31690/2	synthetic_stool_low_S69	tetratricopeptide repeat protein [Orenia metallireducens]	FP	other
CP004406.1-14747398/1	synthetic_stool_high_S34	CDP-glycerol:N-acetyl-beta-D-mannosaminyl-1 [Lactobacillus plantarum]	FP	other
CP016023.1-52578/1	synthetic_stool_high_S34	alpha/beta hydrolase [Ralstonia insidiosa]	FP	other
CP010993.1-31967194/1	synthetic_stool_high_S34	cobalt-factor II C(20)-methyltransferase [Clostridium perfringens]	FP	other
CP010993.1-28431854/1	synthetic_stool_high_S34	TlyA family rRNA (cytidine-2'-O)-methyltransferase [Clostridium perfringens]	FP	other
CP016172.1-46864/2	synthetic_stool_high_S34	META domain-containing protein [Bordetella flabilis]	FP	other
LT546645.1-3022/2	synthetic_stool_high_S34	potassium uptake protein [Bordetella trematum]	FP	other
CP007181.1-849336/1	synthetic_stool_high_S34	methyl-accepting chemotaxis protein [Campylobacter coli RM4661]	FP	other
FR824043.1-14066/2	synthetic_stool_high_S34	DUF4135 domain-containing protein [Streptococcus gallolyticus]	FP	other
AP009386.1-249002/2	synthetic_stool_low_S33	FAD dependent oxidoreductase [Burkholderia multivorans CGD2]	FP	other
AP009387.1-714046/2	synthetic_stool_low_S33	MULTISPECIES: acetate/propionate family kinase [Burkholderia]	FP	other
CP000673.1-7243360/2	synthetic_stool_low_S33	hypothetical protein [Clostridium kluyveri]	FP	other
CP000673.1-5977288/2	synthetic_stool_low_S33	ABC transporter permease [Clostridium kluyveri]	FP	other
CP000673.1-5759532/1	synthetic_stool_low_S33	hypothetical protein [Clostridium kluyveri]	FP	other
CP001091.1-3796590/2	synthetic_stool_low_S33	phosphate acyltransferase PlsX [Actinobacillus pleuropneumoniae]	FP	other
CP003157.1-2748704/2	synthetic_stool_low_S33	serine/threonine protein kinase [Lactococcus lactis subsp. cremoris HP]	FP	other
FN668941.1-768232/2	synthetic_stool_low_S33	tRNA-guanine transglycosylase [Clostridioides difficile]	FP	other
CP003313.1-6959492/1	synthetic_stool_low_S33	single-stranded DNA-binding protein, partial [Pasteurella multocida RIIF]	FP	other
CP014148.1-34484/2	synthetic_stool_low_S33	hypothetical protein T257_3158 [Clostridium botulinum CDC_297]	FP	other
CP012943.1-6560568/1	synthetic_stool_low_S43	GNAT family N-acetyltransferase [Ralstonia solanacearum]	FP	other
CP012943.1-3919530/2	synthetic_stool_low_S43	CoA-transferase, partial [Ralstonia solanacearum]	FP	other
CP012944.1-913634/2	synthetic_stool_low_S43	PREDICTED: protein SIEVE ELEMENT OCCLUSION B-like [Gossypium hirsutum]	FP	other
CP017269.1-2614278/2	synthetic_stool_low_S43	ABC transporter permease subunit [Geosporobacter ferrireducens]	FP	other
CP001739.1-2371066/1	synthetic_stool_low_S43	L-serine ammonia-lyase [Sebaldella termitidis]	FP	other
CP001739.1-1827420/1	synthetic_stool_low_S43	hypothetical protein [Sebaldella termitidis]	FP	other
CP001739.1-964644/1	synthetic_stool_low_S43	L-serine ammonia-lyase [Sebaldella termitidis]	FP	other
CP013378.1-14008516/2	synthetic_stool_low_S43	lysophospholipid transporter LplT [Burkholderia pseudomultivorans]	FP	other
CP013378.1-13126686/2	synthetic_stool_low_S43	extracellular solute-binding protein [Burkholderia sp. TJI49]	FP	other
CP013378.1-12778218/2	synthetic_stool_low_S43	Lysophospholipid transporter LplT [Burkholderia cepacia]	FP	other
CP013378.1-6770982/2	synthetic_stool_low_S43	MULTISPECIES: lysophospholipid transporter LplT [Burkholderia cepacia complex]	FP	other
CP013378.1-4199630/2	synthetic_stool_low_S43	lysophospholipid transporter LplT [Burkholderia pseudomultivorans]	FP	other
CP013378.1-2856194/2	synthetic_stool_low_S43	Lysophospholipid transporter LplT [Burkholderia cepacia]	FP	other
CP013378.1-1613662/2	synthetic_stool_low_S43	lysophospholipid transporter LplT [Burkholderia pseudomultivorans]	FP	other
